Lot Frontage,Lot Area,Neighborhood,House Style,Overall Qual,Year Built,Exterior 1st,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Finish,Garage Area,Paved Drive,Total Outdoor SF (Porch),Total Bath,SalePrice
98.0,13260,NAmes,1Story,5,1962,HdBoard,144.0,TA,CBlock,TA,TA,No,BLQ,1728.0,TA,Y,SBrkr,1728,0,6,TA,0,None,None,0.0,Y,0,4.0,84900
68.0,9717,NAmes,1Story,5,1950,MetalSd,0.0,TA,CBlock,TA,TA,Mn,GLQ,1078.0,Gd,Y,FuseA,1078,0,2,Gd,0,Attchd,Unf,240.0,Y,478,2.0,142125
68.0,9724,NAmes,1.5Fin,5,1952,MetalSd,265.0,Gd,CBlock,TA,TA,No,LwQ,1140.0,Gd,Y,SBrkr,1929,532,3,TA,2,Detchd,Unf,400.0,Y,0,2.0,197600
120.0,17360,NAmes,1.5Fin,6,1949,MetalSd,340.0,TA,CBlock,TA,TA,No,Rec,782.0,TA,Y,SBrkr,1019,537,3,TA,1,Attchd,Unf,470.0,Y,150,2.0,172500
50.0,7207,BrkSide,1Story,5,1958,Wd Sdng,0.0,TA,CBlock,TA,TA,Gd,BLQ,858.0,Gd,Y,SBrkr,858,0,2,TA,0,None,None,0.0,Y,117,2.0,116500
55.0,5350,BrkSide,1Story,3,1940,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Unf,728.0,Ex,Y,SBrkr,1306,0,3,Fa,0,None,None,0.0,Y,263,1.0,76500
80.0,9920,NAmes,1Story,5,1954,HdBoard,110.0,TA,CBlock,TA,TA,No,Rec,1056.0,TA,Y,SBrkr,1063,0,3,TA,0,Attchd,RFn,280.0,Y,164,2.0,128000
80.0,9600,NAmes,SLvl,6,1955,AsbShng,164.0,TA,CBlock,TA,TA,Av,BLQ,1156.0,Ex,Y,SBrkr,1520,0,3,TA,2,Basment,RFn,364.0,Y,189,2.0,153000
78.0,7800,NAmes,1Story,5,1954,HdBoard,200.0,TA,PConc,TA,TA,No,LwQ,1268.0,Gd,Y,SBrkr,1268,0,2,TA,1,Attchd,Fin,244.0,Y,98,1.0,132000
75.0,11380,NAmes,SFoyer,6,1966,HdBoard,216.0,TA,CBlock,TA,TA,Gd,GLQ,1080.0,Gd,Y,SBrkr,1128,0,2,Gd,1,Attchd,Unf,315.0,Y,238,2.0,178000
80.0,11600,NAmes,2Story,5,1960,MetalSd,361.0,TA,CBlock,TA,TA,No,Rec,1105.0,TA,Y,FuseA,1105,1169,5,TA,0,Detchd,Unf,480.0,Y,0,2.0,154300
73.0,19900,NAmes,1Story,7,1970,Plywood,287.0,TA,CBlock,Gd,TA,Gd,GLQ,1947.0,TA,Y,SBrkr,2207,0,3,TA,1,Attchd,RFn,576.0,Y,301,3.0,180000
137.0,16492,NAmes,1Story,6,1966,BrkFace,0.0,Gd,CBlock,TA,TA,No,ALQ,1517.0,Ex,Y,SBrkr,1888,0,2,Gd,1,Attchd,Fin,578.0,Y,0,2.5,190000
70.0,8267,NAmes,1Story,5,1958,HdBoard,0.0,TA,CBlock,TA,TA,No,Unf,1604.0,TA,Y,SBrkr,1604,0,4,TA,0,Attchd,Unf,576.0,Y,42,2.0,135000
70.0,8197,NAmes,1Story,7,2003,VinylSd,506.0,Gd,PConc,Gd,TA,No,GLQ,1480.0,Ex,Y,SBrkr,1480,0,3,Gd,0,Attchd,RFn,620.0,Y,325,3.0,214000
73.0,8050,NAmes,1Story,5,1959,MetalSd,150.0,TA,CBlock,TA,TA,No,BLQ,1143.0,TA,Y,SBrkr,1143,0,3,TA,0,Attchd,RFn,308.0,Y,0,2.0,136000
70.0,10552,NAmes,1Story,5,1959,BrkFace,0.0,TA,CBlock,TA,TA,No,Rec,1398.0,Gd,Y,SBrkr,1700,0,4,Gd,1,Attchd,RFn,447.0,Y,38,2.0,165500
70.0,8400,NAmes,1Story,5,1957,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,1314.0,TA,Y,SBrkr,1314,0,3,TA,0,Attchd,RFn,294.0,Y,250,2.0,145000
73.0,8760,NAmes,1Story,6,1959,MetalSd,220.0,TA,CBlock,TA,TA,No,Unf,1194.0,TA,Y,SBrkr,1194,0,3,TA,0,Attchd,RFn,312.0,Y,120,2.0,148000
73.0,12160,NAmes,1Story,5,1959,Plywood,180.0,TA,CBlock,TA,TA,No,Rec,1188.0,Fa,Y,SBrkr,1188,0,3,TA,0,Attchd,RFn,531.0,Y,0,2.0,142000
73.0,9300,NAmes,1Story,5,1960,MetalSd,324.0,TA,CBlock,TA,TA,No,Rec,1268.0,TA,Y,SBrkr,1264,0,3,TA,2,Attchd,Unf,461.0,Y,143,2.0,167500
87.0,10725,NAmes,1Story,5,1959,MetalSd,91.0,TA,CBlock,TA,TA,No,Rec,1206.0,Fa,Y,SBrkr,1206,0,3,TA,0,Attchd,RFn,312.0,Y,21,1.0,108538
80.0,10032,NAmes,1Story,6,1959,Wd Sdng,432.0,TA,CBlock,TA,TA,No,Rec,1244.0,Ex,Y,SBrkr,1580,0,3,TA,2,Attchd,Unf,440.0,Y,188,2.5,159500
60.0,8382,NAmes,1.5Fin,4,1956,MetalSd,0.0,TA,CBlock,TA,TA,No,Unf,832.0,TA,Y,FuseA,832,505,3,TA,0,Attchd,Unf,263.0,Y,0,1.0,108000
60.0,10950,NAmes,1Story,5,1952,WdShing,0.0,TA,CBlock,TA,TA,No,BLQ,864.0,TA,Y,SBrkr,1064,0,2,Fa,0,Detchd,Unf,318.0,Y,0,1.5,135000
119.0,10895,NAmes,1Story,5,1955,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,972.0,TA,Y,SBrkr,972,0,3,TA,0,Attchd,Unf,305.0,Y,205,1.0,122500
70.0,13587,NAmes,1Story,5,1958,MetalSd,0.0,TA,CBlock,TA,TA,Av,Rec,988.0,TA,Y,SBrkr,988,0,2,TA,0,Attchd,Unf,264.0,Y,0,2.0,119000
68.0,7922,NAmes,1Story,5,1953,VinylSd,0.0,TA,CBlock,TA,TA,No,GLQ,1057.0,TA,Y,SBrkr,1057,0,3,Gd,0,Detchd,Unf,246.0,Y,52,2.0,109000
65.0,7898,NAmes,1Story,4,1920,MetalSd,0.0,TA,BrkTil,TA,TA,No,Unf,576.0,Gd,Y,SBrkr,985,0,2,TA,0,Detchd,Unf,676.0,N,0,1.5,105000
60.0,7200,NAmes,1Story,5,1955,VinylSd,0.0,TA,Slab,None,None,None,None,0.0,Ex,Y,SBrkr,827,0,2,TA,1,Detchd,Unf,392.0,Y,0,1.0,107500
85.0,10200,NAmes,1Story,5,1954,Wd Sdng,104.0,TA,CBlock,TA,TA,No,ALQ,1086.0,Gd,Y,SBrkr,1086,0,3,TA,0,Attchd,Unf,490.0,Y,0,2.0,144900
74.0,5868,NAmes,1Story,5,1956,MetalSd,0.0,TA,CBlock,TA,TA,No,BLQ,936.0,Ex,Y,SBrkr,936,0,2,TA,0,Attchd,Fin,308.0,Y,240,2.0,129000
78.0,17503,NAmes,1.5Fin,6,1948,VinylSd,0.0,TA,CBlock,TA,TA,No,Unf,912.0,TA,Y,SBrkr,912,546,3,TA,1,Attchd,Unf,330.0,Y,192,1.5,97500
64.0,6979,OldTown,SFoyer,6,1980,Plywood,0.0,TA,CBlock,TA,TA,No,GLQ,1056.0,Gd,Y,SBrkr,1056,0,0,TA,0,Detchd,Unf,576.0,Y,320,2.0,144000
73.0,9830,NAmes,1Story,5,1959,Wd Sdng,0.0,TA,CBlock,TA,TA,No,ALQ,1063.0,Ex,Y,SBrkr,1287,0,3,Gd,1,Detchd,Fin,576.0,Y,563,2.0,162000
96.0,11275,NAmes,SLvl,7,1967,Wd Sdng,300.0,Gd,CBlock,Gd,TA,No,Unf,710.0,Ex,Y,SBrkr,1898,1080,5,Gd,1,BuiltIn,Fin,564.0,Y,240,2.5,242000
60.0,8064,NAmes,1.5Fin,6,1948,WdShing,0.0,TA,CBlock,TA,TA,No,ALQ,816.0,TA,Y,SBrkr,816,408,3,TA,0,Detchd,Unf,280.0,Y,414,2.0,132000
75.0,7500,NAmes,1Story,5,1959,BrkFace,0.0,TA,CBlock,TA,TA,No,LwQ,1246.0,Ex,Y,SBrkr,1246,0,3,Gd,0,Attchd,RFn,305.0,Y,218,2.5,154000
71.0,8520,NAmes,1.5Fin,5,1952,BrkFace,0.0,TA,CBlock,TA,TA,No,Rec,910.0,Fa,Y,SBrkr,910,475,4,TA,0,Detchd,Unf,720.0,Y,0,2.0,166000
60.0,7200,NAmes,1Story,5,1951,Wd Sdng,0.0,TA,CBlock,TA,TA,Mn,BLQ,900.0,TA,Y,SBrkr,900,0,3,Gd,0,Detchd,Unf,576.0,Y,254,1.5,134800
87.0,10000,NAmes,1Story,6,1962,Wd Sdng,261.0,TA,CBlock,TA,TA,No,Unf,1116.0,TA,Y,SBrkr,1116,0,3,TA,0,Attchd,Unf,440.0,Y,385,1.5,160000
81.0,7635,NAmes,1Story,5,1960,BrkFace,0.0,TA,CBlock,TA,TA,No,Rec,1175.0,Ex,Y,SBrkr,1175,0,3,TA,0,Detchd,RFn,484.0,Y,0,1.5,148000
80.0,9760,NAmes,1Story,6,1963,Wd Sdng,218.0,TA,CBlock,TA,TA,Gd,BLQ,1395.0,TA,Y,SBrkr,1395,0,2,TA,1,Attchd,RFn,440.0,Y,1010,2.0,192000
70.0,7700,NAmes,2Story,6,1966,MetalSd,351.0,TA,CBlock,TA,TA,No,Unf,756.0,TA,Y,SBrkr,1051,788,4,TA,1,Attchd,Unf,442.0,Y,340,1.5,155000
60.0,4800,OldTown,1.5Fin,4,1900,Wd Sdng,771.0,TA,PConc,TA,TA,No,ALQ,709.0,TA,Y,SBrkr,1157,687,3,TA,2,Basment,Unf,240.0,Y,84,2.0,80400
55.0,8800,OldTown,1.5Fin,4,1910,Wd Sdng,0.0,TA,BrkTil,TA,Fa,No,Unf,576.0,Gd,Y,SBrkr,792,348,3,TA,0,None,None,0.0,N,160,1.0,96500
56.0,4485,OldTown,1Story,5,1920,Wd Sdng,0.0,TA,PConc,TA,TA,No,BLQ,936.0,TA,Y,SBrkr,936,0,2,TA,1,None,None,0.0,P,186,2.0,109500
56.0,8960,OldTown,1Story,5,1927,WdShing,0.0,TA,CBlock,TA,TA,No,Unf,1008.0,Gd,Y,FuseA,1028,0,2,TA,1,Detchd,Unf,360.0,Y,130,1.0,115000
69.0,5805,OldTown,1Story,5,1957,MetalSd,0.0,TA,CBlock,TA,TA,Mn,BLQ,1347.0,Gd,Y,SBrkr,1347,0,3,Gd,0,Detchd,Unf,551.0,Y,0,2.5,143000
60.0,5790,OldTown,2Story,3,1915,VinylSd,0.0,Gd,CBlock,Fa,TA,No,Unf,840.0,Gd,N,SBrkr,840,765,3,TA,0,Detchd,Unf,379.0,Y,202,2.0,107400
47.0,4608,OldTown,1Story,4,1945,MetalSd,0.0,TA,CBlock,TA,TA,No,Unf,747.0,TA,Y,SBrkr,747,0,2,TA,0,Attchd,Unf,220.0,Y,0,1.0,80000
60.0,7200,OldTown,1Story,5,1940,MetalSd,294.0,TA,CBlock,TA,TA,No,BLQ,788.0,TA,Y,SBrkr,804,0,2,Gd,2,Attchd,Unf,240.0,Y,154,2.0,119000
50.0,5500,OldTown,1.5Fin,5,1929,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,LwQ,926.0,TA,Y,SBrkr,926,0,3,TA,0,Detchd,Unf,484.0,Y,0,2.0,130000
50.0,6900,OldTown,1.5Fin,6,1938,MetalSd,0.0,TA,PConc,Gd,TA,No,Unf,827.0,Gd,Y,SBrkr,827,424,3,Fa,0,Detchd,Unf,240.0,N,0,1.0,119000
69.0,11851,OldTown,1.5Fin,5,1948,VinylSd,0.0,TA,BrkTil,TA,TA,No,BLQ,1027.0,Ex,Y,SBrkr,1027,606,3,Gd,1,Detchd,Unf,240.0,Y,226,1.0,129000
60.0,8239,OldTown,1.5Fin,5,1920,MetalSd,0.0,TA,BrkTil,TA,TA,No,Rec,1008.0,TA,Y,SBrkr,1060,185,3,TA,0,Detchd,Unf,315.0,Y,334,1.0,100000
68.0,9656,OldTown,1Story,2,1923,AsbShng,0.0,TA,BrkTil,Fa,Fa,No,Unf,678.0,TA,N,SBrkr,832,0,2,TA,1,Detchd,Unf,780.0,N,0,1.0,12789
60.0,8520,OldTown,1Story,6,1928,VinylSd,0.0,TA,BrkTil,TA,TA,No,Unf,624.0,Gd,Y,SBrkr,720,0,2,TA,0,Detchd,Unf,484.0,Y,106,1.0,105900
60.0,9600,OldTown,2Story,8,1900,Wd Sdng,0.0,Gd,BrkTil,TA,TA,No,Unf,930.0,TA,N,SBrkr,930,636,3,Gd,0,Detchd,Unf,288.0,Y,528,2.0,150000
60.0,10800,OldTown,1.5Fin,5,1915,MetalSd,0.0,TA,PConc,Fa,TA,No,LwQ,686.0,TA,Y,SBrkr,966,686,4,TA,0,Detchd,Unf,416.0,Y,196,3.0,139000
50.0,9000,OldTown,2Story,8,1890,Wd Sdng,0.0,Gd,Stone,Fa,Fa,No,Unf,346.0,Ex,Y,SBrkr,1157,1111,3,Gd,0,Detchd,Unf,624.0,N,108,3.0,240000
100.0,9045,OldTown,2Story,5,1910,MetalSd,0.0,TA,BrkTil,TA,TA,Mn,Unf,840.0,Fa,N,FuseF,1128,1128,4,Fa,0,None,None,0.0,N,36,2.0,76500
90.0,7407,OldTown,1Story,6,1957,MetalSd,0.0,TA,CBlock,TA,TA,No,GLQ,912.0,TA,Y,FuseA,1236,0,2,TA,0,Attchd,Unf,923.0,Y,316,2.0,149700
60.0,7740,OldTown,2Story,4,1910,VinylSd,0.0,TA,CBlock,Fa,TA,No,Unf,622.0,Gd,Y,SBrkr,741,622,3,TA,0,Detchd,Unf,528.0,Y,168,1.0,125500
60.0,11340,OldTown,2Story,4,1885,VinylSd,0.0,TA,PConc,TA,TA,No,Unf,777.0,Gd,Y,SBrkr,1246,1044,4,TA,0,Detchd,Unf,560.0,N,114,2.0,122500
60.0,10560,OldTown,2Story,6,1922,Wd Sdng,0.0,TA,CBlock,Fa,TA,No,Rec,738.0,Ex,Y,SBrkr,868,602,2,TA,0,Detchd,Unf,624.0,Y,0,1.5,140750
53.0,5830,BrkSide,1.5Fin,5,1950,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,988.0,Ex,Y,SBrkr,1030,582,3,TA,0,Detchd,Unf,363.0,Y,0,1.5,128500
51.0,7793,BrkSide,2.5Unf,7,1922,Wd Sdng,0.0,TA,BrkTil,Gd,TA,No,BLQ,1108.0,TA,N,FuseA,1160,908,3,Gd,1,Detchd,Unf,315.0,Y,60,1.5,209500
50.0,5000,BrkSide,1Story,4,1925,MetalSd,0.0,TA,BrkTil,TA,TA,No,Rec,765.0,TA,N,FuseF,765,0,2,Gd,0,Detchd,Unf,200.0,P,176,2.0,87000
50.0,6000,BrkSide,1.5Fin,6,1939,MetalSd,0.0,TA,BrkTil,TA,Gd,No,BLQ,608.0,TA,Y,SBrkr,608,524,2,TA,0,Detchd,Unf,240.0,Y,128,2.0,134000
50.0,6000,BrkSide,1.5Fin,6,1940,MetalSd,0.0,TA,CBlock,TA,TA,No,LwQ,572.0,Ex,Y,FuseA,848,348,3,TA,2,Detchd,Unf,576.0,Y,0,2.0,128000
53.0,6360,BrkSide,1.5Fin,5,1942,MetalSd,300.0,TA,CBlock,TA,TA,No,Rec,835.0,TA,Y,FuseA,955,498,3,Gd,2,Detchd,Unf,240.0,Y,183,1.5,132000
50.0,6000,BrkSide,1.5Fin,6,1948,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Rec,780.0,TA,Y,SBrkr,780,636,3,TA,0,Detchd,Unf,312.0,P,269,1.5,139900
52.0,6240,BrkSide,1.5Fin,5,1936,VinylSd,0.0,TA,CBlock,TA,Fa,No,Rec,528.0,Gd,Y,SBrkr,548,492,2,TA,0,Detchd,Fin,624.0,P,338,1.0,123900
52.0,6240,BrkSide,1.5Fin,5,1930,MetalSd,0.0,TA,BrkTil,TA,TA,No,LwQ,928.0,TA,Y,FuseF,928,608,4,TA,1,Detchd,Unf,480.0,Y,10,2.0,138400
51.0,6120,OldTown,1Story,6,1923,Wd Sdng,0.0,TA,BrkTil,Fa,Fa,No,ALQ,1124.0,TA,Y,SBrkr,1068,0,2,TA,1,Detchd,Unf,288.0,Y,128,2.0,109500
50.0,10300,OldTown,2Story,7,1921,Stucco,0.0,TA,BrkTil,TA,TA,No,Unf,576.0,Gd,Y,SBrkr,902,808,3,TA,0,Detchd,Unf,480.0,Y,87,2.0,140000
57.0,8094,OldTown,1.5Fin,4,1915,MetalSd,0.0,TA,CBlock,TA,TA,No,Unf,888.0,Ex,Y,SBrkr,888,1074,4,TA,1,Detchd,Unf,572.0,Y,524,1.5,149500
60.0,12900,OldTown,2Story,6,1912,Wd Sdng,0.0,Gd,PConc,TA,TA,No,Unf,780.0,Ex,Y,SBrkr,780,780,3,Gd,0,None,None,0.0,N,512,1.5,159900
52.0,3068,OldTown,2Story,6,1920,VinylSd,0.0,TA,BrkTil,TA,TA,No,Unf,662.0,Ex,Y,SBrkr,662,662,3,TA,0,Detchd,Unf,180.0,Y,112,1.5,122000
110.0,8472,IDOTRR,1Story,5,1963,Wd Sdng,0.0,Fa,CBlock,Gd,TA,Gd,LwQ,816.0,TA,N,SBrkr,816,0,2,TA,0,CarPort,Unf,516.0,Y,106,2.0,110000
70.0,5600,IDOTRR,2Story,4,1930,VinylSd,0.0,Fa,Slab,None,None,None,None,0.0,Fa,N,SBrkr,372,720,3,Fa,0,None,None,0.0,N,0,2.0,55000
76.0,7630,OldTown,2Story,5,1900,Wd Sdng,0.0,TA,BrkTil,Gd,TA,No,Unf,360.0,Gd,Y,SBrkr,1032,780,4,Gd,1,Detchd,Unf,672.0,N,384,2.0,140000
80.5,24090,ClearCr,2Story,7,1940,MetalSd,0.0,TA,CBlock,TA,TA,Mn,Unf,1032.0,Ex,Y,SBrkr,1207,1196,4,TA,2,Attchd,Unf,349.0,Y,374,2.0,244400
100.0,15263,ClearCr,1Story,5,1959,HdBoard,90.0,TA,CBlock,Gd,TA,No,Rec,1422.0,Gd,Y,SBrkr,1675,0,3,TA,2,Attchd,Unf,365.0,Y,132,2.0,173000
72.0,10632,ClearCr,1.5Fin,5,1917,Wd Sdng,0.0,TA,BrkTil,Gd,Fa,No,Unf,689.0,Gd,N,SBrkr,725,499,3,Po,0,Detchd,Unf,180.0,N,248,1.5,107500
60.0,9900,SWISU,1.5Fin,5,1915,Wd Sdng,0.0,Fa,BrkTil,TA,TA,No,Rec,1212.0,TA,N,SBrkr,1212,180,3,TA,0,None,None,0.0,N,168,2.0,100000
65.0,6001,SWISU,1.5Fin,6,1940,VinylSd,0.0,TA,CBlock,Fa,TA,No,LwQ,600.0,Ex,N,SBrkr,600,319,3,TA,0,Detchd,Unf,231.0,Y,45,1.0,95000
60.0,6449,SWISU,2Story,4,1907,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Rec,707.0,TA,N,SBrkr,942,942,4,TA,0,None,None,0.0,N,239,1.5,93369
60.0,6048,SWISU,1.5Fin,5,1910,Wd Sdng,0.0,TA,BrkTil,TA,TA,Mn,LwQ,856.0,Gd,Y,SBrkr,936,744,2,TA,1,Detchd,Unf,450.0,P,200,3.0,114900
54.0,6342,Sawyer,1.5Fin,5,1875,VinylSd,0.0,TA,CBlock,TA,TA,No,Unf,780.0,Gd,N,SBrkr,780,240,2,TA,0,None,None,0.0,N,176,1.0,94000
72.0,10773,Sawyer,1Story,4,1967,Plywood,72.0,Fa,CBlock,TA,TA,No,ALQ,1832.0,TA,N,SBrkr,1832,0,4,TA,0,None,None,0.0,Y,58,4.0,136000
72.0,10778,Sawyer,1Story,4,1968,HdBoard,0.0,TA,CBlock,TA,TA,No,Unf,1768.0,TA,N,SBrkr,1768,0,4,TA,0,None,None,0.0,Y,0,2.0,136500
75.0,11625,Sawyer,1Story,5,1965,Plywood,0.0,TA,PConc,TA,TA,Mn,BLQ,1039.0,Ex,Y,SBrkr,1039,0,3,TA,0,Attchd,Unf,504.0,Y,0,2.5,131500
72.0,11341,Sawyer,1Story,5,1957,Wd Sdng,180.0,TA,CBlock,Gd,TA,No,ALQ,1392.0,TA,Y,SBrkr,1392,0,3,TA,1,Detchd,Unf,528.0,Y,95,2.5,121500
70.0,8521,Sawyer,1Story,5,1967,HdBoard,0.0,TA,CBlock,TA,TA,No,ALQ,912.0,TA,Y,SBrkr,912,0,3,TA,1,Detchd,Unf,336.0,Y,0,1.0,125000
72.0,8246,Sawyer,1Story,5,1968,Plywood,0.0,TA,CBlock,TA,TA,Mn,Rec,1060.0,Ex,Y,SBrkr,1060,0,3,Gd,1,Attchd,Unf,270.0,Y,496,2.0,154000
65.0,7800,Sawyer,1Story,5,1966,HdBoard,47.0,TA,CBlock,TA,TA,Mn,BLQ,864.0,Ex,Y,SBrkr,892,0,3,Gd,0,Detchd,Unf,416.0,Y,0,2.0,137900
80.0,9364,Sawyer,2Story,6,1969,HdBoard,143.0,TA,CBlock,TA,TA,No,ALQ,663.0,TA,Y,SBrkr,663,689,4,TA,0,Attchd,Fin,299.0,Y,415,1.5,158000
65.0,7832,Sawyer,1Story,5,1968,HdBoard,0.0,TA,CBlock,TA,TA,No,GLQ,864.0,Ex,Y,SBrkr,864,0,2,TA,0,Detchd,Unf,280.0,Y,226,2.0,137250
72.0,7424,Sawyer,SFoyer,5,1978,Plywood,0.0,TA,CBlock,Gd,TA,Av,GLQ,1319.0,TA,Y,SBrkr,1373,0,3,TA,2,Attchd,Fin,591.0,Y,0,2.0,160250
86.0,11227,Sawyer,2Story,5,1968,HdBoard,0.0,TA,CBlock,TA,Gd,No,Rec,720.0,Ex,Y,SBrkr,720,720,4,TA,2,Attchd,Unf,480.0,Y,230,1.5,163000
72.0,11616,Sawyer,2Story,6,1978,HdBoard,328.0,TA,CBlock,TA,TA,Mn,Rec,672.0,TA,Y,SBrkr,672,714,3,TA,1,Attchd,Fin,440.0,Y,335,2.5,158900
80.0,14000,ClearCr,2Story,7,1996,Wd Sdng,0.0,Gd,PConc,Ex,TA,Gd,GLQ,1306.0,Ex,Y,SBrkr,1306,954,3,Gd,0,Attchd,RFn,533.0,Y,340,3.5,328000
80.5,20062,ClearCr,1Story,7,1977,Wd Sdng,0.0,Gd,CBlock,Gd,TA,Gd,ALQ,1420.0,Gd,Y,SBrkr,1483,0,1,TA,2,Attchd,RFn,690.0,Y,496,2.5,270000
94.0,9259,Sawyer,1Story,4,1927,Wd Sdng,0.0,TA,BrkTil,Fa,TA,No,Unf,660.0,TA,N,SBrkr,756,0,2,TA,0,Detchd,Unf,440.0,N,80,1.0,85000
60.0,9600,Sawyer,1Story,4,1950,VinylSd,0.0,TA,CBlock,Gd,TA,No,BLQ,1067.0,TA,Y,SBrkr,1067,0,2,Gd,0,Attchd,Unf,436.0,Y,290,2.0,128000
80.5,23595,ClearCr,1Story,7,1979,Plywood,0.0,Gd,PConc,Gd,TA,Gd,GLQ,1332.0,TA,Y,SBrkr,1332,192,0,Gd,1,Attchd,Fin,586.0,Y,268,2.5,260000
80.5,17082,ClearCr,2Story,6,1978,VinylSd,288.0,TA,PConc,Gd,TA,Av,ALQ,1117.0,Ex,Y,SBrkr,1117,864,4,Gd,1,Attchd,Fin,522.0,Y,440,3.5,230000
124.0,18600,Edwards,1.5Fin,3,1938,Wd Sdng,0.0,TA,CBlock,TA,TA,Mn,BLQ,972.0,TA,Y,FuseA,1052,558,4,Fa,1,Attchd,RFn,480.0,Y,60,2.5,124000
85.0,10625,Edwards,1Story,5,1920,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,ALQ,458.0,Fa,N,SBrkr,835,0,2,TA,0,Basment,Unf,366.0,Y,77,1.0,83000
65.0,11479,Edwards,1Story,6,1950,Wd Sdng,0.0,TA,CBlock,TA,TA,No,GLQ,663.0,Ex,Y,SBrkr,1074,0,3,Gd,1,Attchd,Unf,467.0,Y,104,2.0,144500
68.0,9571,Edwards,1Story,5,1956,Wd Sdng,0.0,TA,CBlock,TA,TA,Av,BLQ,1144.0,TA,Y,SBrkr,1144,0,3,TA,0,Attchd,Unf,596.0,Y,44,2.0,129000
50.0,9350,Edwards,1.5Fin,4,1947,WdShing,0.0,TA,CBlock,TA,Fa,No,LwQ,756.0,Ex,Y,SBrkr,1169,0,3,TA,1,Detchd,Unf,209.0,Y,0,1.0,127000
75.0,9525,Edwards,1Story,5,1954,WdShing,0.0,TA,CBlock,TA,TA,Av,BLQ,1172.0,TA,Y,SBrkr,1172,0,3,TA,0,Attchd,Fin,366.0,Y,240,2.0,128000
83.0,10420,Edwards,1Story,6,2009,VinylSd,0.0,TA,PConc,Gd,TA,Mn,GLQ,1212.0,Ex,Y,SBrkr,1212,0,3,Gd,0,Attchd,RFn,460.0,Y,122,2.0,186000
44.0,17485,Edwards,1Story,7,2009,VinylSd,96.0,Gd,PConc,Gd,TA,Gd,GLQ,1508.0,Ex,Y,SBrkr,1508,0,1,Gd,2,Attchd,RFn,572.0,Y,0,2.0,308030
64.0,11200,Edwards,1Story,5,1964,Wd Sdng,0.0,TA,CBlock,TA,TA,Mn,Unf,1250.0,Ex,Y,SBrkr,1298,0,3,TA,0,Detchd,Unf,504.0,N,144,2.0,114000
60.0,11100,Edwards,1Story,4,1946,MetalSd,0.0,TA,CBlock,None,None,None,None,0.0,Ex,Y,SBrkr,930,0,2,Gd,0,Detchd,Unf,308.0,Y,0,1.0,84900
77.0,9206,SawyerW,2Story,6,1985,HdBoard,336.0,Gd,CBlock,Gd,TA,No,Unf,741.0,TA,Y,SBrkr,977,755,3,Gd,1,Attchd,Fin,476.0,Y,238,2.5,178000
83.0,11980,SawyerW,1Story,7,1987,Plywood,177.0,Gd,CBlock,Gd,TA,Gd,GLQ,1433.0,Ex,Y,SBrkr,1433,0,1,Gd,2,Attchd,RFn,528.0,Y,544,2.5,270000
87.0,12361,SawyerW,2Story,6,1993,VinylSd,85.0,Gd,PConc,Gd,TA,No,GLQ,946.0,Ex,Y,SBrkr,964,838,3,Gd,1,2Types,RFn,1017.0,Y,542,3.0,218000
80.0,9938,SawyerW,2Story,7,1993,MetalSd,246.0,Gd,PConc,Gd,TA,No,GLQ,1050.0,Ex,Y,SBrkr,1062,887,3,Gd,1,Attchd,Fin,574.0,Y,246,3.5,236000
73.0,9069,SawyerW,SFoyer,6,1992,HdBoard,0.0,TA,PConc,Gd,TA,Av,GLQ,936.0,Ex,Y,SBrkr,996,0,2,Gd,0,Attchd,Unf,564.0,Y,120,2.0,147000
64.0,10475,CollgCr,1Story,8,2008,VinylSd,72.0,Gd,PConc,Gd,TA,Av,Unf,1694.0,Ex,Y,SBrkr,1694,0,3,Gd,0,Attchd,RFn,776.0,Y,193,2.0,245350
64.0,6762,CollgCr,1Story,7,2006,VinylSd,24.0,Gd,PConc,Gd,TA,Av,GLQ,1187.0,Ex,Y,SBrkr,1208,0,2,Gd,0,Attchd,RFn,632.0,Y,166,3.0,206000
94.0,10402,CollgCr,1Story,7,2009,VinylSd,0.0,TA,PConc,Gd,TA,No,Unf,1226.0,Ex,Y,SBrkr,1226,0,3,Gd,0,Attchd,RFn,740.0,Y,36,2.0,198900
64.0,7360,CollgCr,1Story,7,2010,VinylSd,80.0,Gd,PConc,Gd,TA,No,GLQ,1222.0,Ex,Y,SBrkr,1222,0,2,Gd,0,Attchd,RFn,615.0,Y,54,2.0,187000
